Bin_name(1)         nC[-](2)            nH[-](3)            nO[-](4)            H/C[-](5)           MW[kg/kmol](6)      density[kg/m3](7)   mass[kg](8)         volume[m3](9)       Dsph[m](10)         Dcol[m](11)         Dpp[m](12)          Df[-](13)           numPP[#](14)        Bin_section(15)     
BIN18BJaggII        2.560000e+06        5.119990e+05        0.000000e+00        1.999996e-01        3.126425e+07        1.587500e+03        5.191242e-20        3.270074e-23        3.967525e-08        5.708797e-08        2.046854e-08        1.800000            7.8                 18                  
BIN18CJ             2.560000e+06        1.280000e+05        0.000000e+00        5.000000e-02        3.087718e+07        1.587500e+03        5.126971e-20        3.229588e-23        3.951083e-08        3.951083e-08        3.951083e-08        3.000000            1.0                 18                  
BIN18CJliq          2.560000e+06        1.280000e+05        0.000000e+00        5.000000e-02        3.087718e+07        1.587500e+03        5.126971e-20        3.229588e-23        3.951083e-08        3.951083e-08        3.951083e-08        3.000000            0.0                 18                  
BIN18CJaggI         2.560000e+06        1.280000e+05        0.000000e+00        5.000000e-02        3.087718e+07        1.587500e+03        5.126971e-20        3.229588e-23        3.951083e-08        1.505604e-07        5.429137e-09        1.800000            489.5               18                  
BIN18CJaggII        2.560000e+06        1.280000e+05        0.000000e+00        5.000000e-02        3.087718e+07        1.587500e+03        5.126971e-20        3.229588e-23        3.951083e-08        5.669422e-08        2.046854e-08        1.800000            7.7                 18                  
BIN19AJ             5.120000e+06        1.791999e+06        0.000000e+00        3.499998e-01        6.330265e+07        1.625000e+03        1.051103e-19        6.468324e-23        4.980402e-08        4.980402e-08        4.980402e-08        3.000000            1.0                 19                  
BIN19AJliq          5.120000e+06        1.791999e+06        0.000000e+00        3.499998e-01        6.330265e+07        1.625000e+03        1.051103e-19        6.468324e-23        4.980402e-08        4.980402e-08        4.980402e-08        3.000000            0.0                 19                  
BIN19AJaggI         5.120000e+06        1.791999e+06        0.000000e+00        3.499998e-01        6.330265e+07        1.625000e+03        1.051103e-19        6.468324e-23        4.980402e-08        2.243490e-07        5.429137e-09        1.800000            1003.6              19                  
BIN19AJaggII        5.120000e+06        1.791999e+06        0.000000e+00        3.499998e-01        6.330265e+07        1.625000e+03        1.051103e-19        6.468324e-23        4.980402e-08        8.447968e-08        2.046854e-08        1.800000            15.9                19                  
BIN19BJ             5.120000e+06        1.023999e+06        0.000000e+00        1.999998e-01        6.252851e+07        1.625000e+03        1.038248e-19        6.389221e-23        4.960016e-08        4.960016e-08        4.960016e-08        3.000000            1.0                 19                  
BIN19BJliq          5.120000e+06        1.023999e+06        0.000000e+00        1.999998e-01        6.252851e+07        1.625000e+03        1.038248e-19        6.389221e-23        4.960016e-08        4.960016e-08        4.960016e-08        3.000000            0.0                 19                  
BIN19BJaggI         5.120000e+06        1.023999e+06        0.000000e+00        1.999998e-01        6.252851e+07        1.625000e+03        1.038248e-19        6.389221e-23        4.960016e-08        2.228206e-07        5.429137e-09        1.800000            991.3               19                  
BIN19BJaggII        5.120000e+06        1.023999e+06        0.000000e+00        1.999998e-01        6.252851e+07        1.625000e+03        1.038248e-19        6.389221e-23        4.960016e-08        8.390415e-08        2.046854e-08        1.800000            15.7                19                  
BIN19CJ             5.120000e+06        2.560000e+05        0.000000e+00        5.000000e-02        6.175437e+07        1.625000e+03        1.025394e-19        6.310118e-23        4.939462e-08        4.939462e-08        4.939462e-08        3.000000            1.0                 19                  
BIN19CJliq          5.120000e+06        2.560000e+05        0.000000e+00        5.000000e-02        6.175437e+07        1.625000e+03        1.025394e-19        6.310118e-23        4.939462e-08        4.939462e-08        4.939462e-08        3.000000            0.0                 19                  
BIN19CJaggI         5.120000e+06        2.560000e+05        0.000000e+00        5.000000e-02        6.175437e+07        1.625000e+03        1.025394e-19        6.310118e-23        4.939462e-08        2.212838e-07        5.429137e-09        1.800000            979.0               19                  
BIN19CJaggII        5.120000e+06        2.560000e+05        0.000000e+00        5.000000e-02        6.175437e+07        1.625000e+03        1.025394e-19        6.310118e-23        4.939462e-08        8.332545e-08        2.046854e-08        1.800000            15.5                19                  
BIN20AJ             1.024000e+07        3.327999e+06        0.000000e+00        3.249999e-01        1.263473e+08        1.662500e+03        2.097921e-19        1.261907e-22        6.223140e-08        6.223140e-08        6.223140e-08        3.000000            1.0                 20                  
BIN20AJliq          1.024000e+07        3.327999e+06        0.000000e+00        3.249999e-01        1.263473e+08        1.662500e+03        2.097921e-19        1.261907e-22        6.223140e-08        6.223140e-08        6.223140e-08        3.000000            0.0                 20                  
BIN20AJaggI         1.024000e+07        3.327999e+06        0.000000e+00        3.249999e-01        1.263473e+08        1.662500e+03        2.097921e-19        1.261907e-22        6.223140e-08        3.293599e-07        5.429137e-09        1.800000            2003.0              20                  
BIN20AJaggII        1.024000e+07        3.327999e+06        0.000000e+00        3.249999e-01        1.263473e+08        1.662500e+03        2.097921e-19        1.261907e-22        6.223140e-08        1.240220e-07        2.046854e-08        1.800000            31.7                20                  
BIN20BJ             1.024000e+07        2.047999e+06        0.000000e+00        1.999999e-01        1.250570e+08        1.662500e+03        2.076497e-19        1.249021e-22        6.201884e-08        6.201884e-08        6.201884e-08        3.000000            1.0                 20                  
BIN20BJliq          1.024000e+07        2.047999e+06        0.000000e+00        1.999999e-01        1.250570e+08        1.662500e+03        2.076497e-19        1.249021e-22        6.201884e-08        6.201884e-08        6.201884e-08        3.000000            0.0                 20                  
BIN20BJaggI         1.024000e+07        2.047999e+06        0.000000e+00        1.999999e-01        1.250570e+08        1.662500e+03        2.076497e-19        1.249021e-22        6.201884e-08        3.274871e-07        5.429137e-09        1.800000            1982.6              20                  
BIN20BJaggII        1.024000e+07        2.047999e+06        0.000000e+00        1.999999e-01        1.250570e+08        1.662500e+03        2.076497e-19        1.249021e-22        6.201884e-08        1.233168e-07        2.046854e-08        1.800000            31.4                20                  
BIN20CJ             1.024000e+07        5.120000e+05        0.000000e+00        5.000000e-02        1.235087e+08        1.662500e+03        2.050788e-19        1.233557e-22        6.176184e-08        6.176184e-08        6.176184e-08        3.000000            1.0                 20                  
BIN20CJliq          1.024000e+07        5.120000e+05        0.000000e+00        5.000000e-02        1.235087e+08        1.662500e+03        2.050788e-19        1.233557e-22        6.176184e-08        6.176184e-08        6.176184e-08        3.000000            0.0                 20                  
BIN20CJaggI         1.024000e+07        5.120000e+05        0.000000e+00        5.000000e-02        1.235087e+08        1.662500e+03        2.050788e-19        1.233557e-22        6.176184e-08        3.252284e-07        5.429137e-09        1.800000            1958.0              20                  
BIN20CJaggII        1.024000e+07        5.120000e+05        0.000000e+00        5.000000e-02        1.235087e+08        1.662500e+03        2.050788e-19        1.233557e-22        6.176184e-08        1.224663e-07        2.046854e-08        1.800000            31.0                20                  
BIN21AJ             2.048000e+07        6.143999e+06        0.000000e+00        3.000000e-01        2.521784e+08        1.700000e+03        4.187272e-19        2.463101e-22        7.777282e-08        7.777282e-08        7.777282e-08        3.000000            1.0                 21                  
BIN21AJliq          2.048000e+07        6.143999e+06        0.000000e+00        3.000000e-01        2.521784e+08        1.700000e+03        4.187272e-19        2.463101e-22        7.777282e-08        7.777282e-08        7.777282e-08        3.000000            0.0                 21                  
BIN21AJaggI         2.048000e+07        6.143999e+06        0.000000e+00        3.000000e-01        2.521784e+08        1.700000e+03        4.187272e-19        2.463101e-22        7.777282e-08        4.835221e-07        5.429137e-09        1.800000            3997.9              21                  
BIN21AJaggII        2.048000e+07        6.143999e+06        0.000000e+00        3.000000e-01        2.521784e+08        1.700000e+03        4.187272e-19        2.463101e-22        7.777282e-08        1.820726e-07        2.046854e-08        1.800000            63.2                21                  
BIN21BJ             2.048000e+07        4.095999e+06        0.000000e+00        2.000000e-01        2.501140e+08        1.700000e+03        4.152994e-19        2.442937e-22        7.756002e-08        7.756002e-08        7.756002e-08        3.000000            1.0                 21                  
BIN21BJliq          2.048000e+07        4.095999e+06        0.000000e+00        2.000000e-01        2.501140e+08        1.700000e+03        4.152994e-19        2.442937e-22        7.756002e-08        7.756002e-08        7.756002e-08        3.000000            0.0                 21                  
BIN21BJaggI         2.048000e+07        4.095999e+06        0.000000e+00        2.000000e-01        2.501140e+08        1.700000e+03        4.152994e-19        2.442937e-22        7.756002e-08        4.813191e-07        5.429137e-09        1.800000            3965.2              21                  
BIN21BJaggII        2.048000e+07        4.095999e+06        0.000000e+00        2.000000e-01        2.501140e+08        1.700000e+03        4.152994e-19        2.442937e-22        7.756002e-08        1.812430e-07        2.046854e-08        1.800000            62.7                21                  
BIN21CJ             2.048000e+07        1.024000e+06        0.000000e+00        5.000000e-02        2.470175e+08        1.700000e+03        4.101577e-19        2.412692e-22        7.723861e-08        7.723861e-08        7.723861e-08        3.000000            1.0                 21                  
BIN21CJliq          2.048000e+07        1.024000e+06        0.000000e+00        5.000000e-02        2.470175e+08        1.700000e+03        4.101577e-19        2.412692e-22        7.723861e-08        7.723861e-08        7.723861e-08        3.000000            0.0                 21                  
BIN21CJaggI         2.048000e+07        1.024000e+06        0.000000e+00        5.000000e-02        2.470175e+08        1.700000e+03        4.101577e-19        2.412692e-22        7.723861e-08        4.779994e-07        5.429137e-09        1.800000            3916.1              21                  
BIN21CJaggII        2.048000e+07        1.024000e+06        0.000000e+00        5.000000e-02        2.470175e+08        1.700000e+03        4.101577e-19        2.412692e-22        7.723861e-08        1.799929e-07        2.046854e-08        1.800000            61.9                21                  
BIN22AJ             4.096000e+07        1.228800e+07        0.000000e+00        3.000000e-01        5.043569e+08        1.737500e+03        8.374543e-19        4.819881e-22        9.727754e-08        9.727754e-08        9.727754e-08        3.000000            1.0                 22                  
BIN22AJliq          4.096000e+07        1.228800e+07        0.000000e+00        3.000000e-01        5.043569e+08        1.737500e+03        8.374543e-19        4.819881e-22        9.727754e-08        9.727754e-08        9.727754e-08        3.000000            0.0                 22                  
BIN22AJaggI         4.096000e+07        1.228800e+07        0.000000e+00        3.000000e-01        5.043569e+08        1.737500e+03        8.374543e-19        4.819881e-22        9.727754e-08        7.106491e-07        5.429137e-09        1.800000            7995.8              22                  
BIN22AJaggII        4.096000e+07        1.228800e+07        0.000000e+00        3.000000e-01        5.043569e+08        1.737500e+03        8.374543e-19        4.819881e-22        9.727754e-08        2.675983e-07        2.046854e-08        1.800000            126.4               22                  
BIN22BJ             4.096000e+07        8.191999e+06        0.000000e+00        2.000000e-01        5.002281e+08        1.737500e+03        8.305987e-19        4.780424e-22        9.701136e-08        9.701136e-08        9.701136e-08        3.000000            1.0                 22                  
BIN22BJliq          4.096000e+07        8.191999e+06        0.000000e+00        2.000000e-01        5.002281e+08        1.737500e+03        8.305987e-19        4.780424e-22        9.701136e-08        9.701136e-08        9.701136e-08        3.000000            0.0                 22                  
BIN22BJaggI         4.096000e+07        8.191999e+06        0.000000e+00        2.000000e-01        5.002281e+08        1.737500e+03        8.305987e-19        4.780424e-22        9.701136e-08        7.074113e-07        5.429137e-09        1.800000            7930.3              22                  
BIN22BJaggII        4.096000e+07        8.191999e+06        0.000000e+00        2.000000e-01        5.002281e+08        1.737500e+03        8.305987e-19        4.780424e-22        9.701136e-08        2.663791e-07        2.046854e-08        1.800000            125.4               22                  
BIN22CJ             4.096000e+07        2.048000e+06        0.000000e+00        5.000000e-02        4.940349e+08        1.737500e+03        8.203154e-19        4.721240e-22        9.660935e-08        9.660935e-08        9.660935e-08        3.000000            1.0                 22                  
BIN22CJliq          4.096000e+07        2.048000e+06        0.000000e+00        5.000000e-02        4.940349e+08        1.737500e+03        8.203154e-19        4.721240e-22        9.660935e-08        9.660935e-08        9.660935e-08        3.000000            0.0                 22                  
BIN22CJaggI         4.096000e+07        2.048000e+06        0.000000e+00        5.000000e-02        4.940349e+08        1.737500e+03        8.203154e-19        4.721240e-22        9.660935e-08        7.025321e-07        5.429137e-09        1.800000            7832.1              22                  
BIN22CJaggII        4.096000e+07        2.048000e+06        0.000000e+00        5.000000e-02        4.940349e+08        1.737500e+03        8.203154e-19        4.721240e-22        9.660935e-08        2.645418e-07        2.046854e-08        1.800000            123.9               22                  
BIN23AJaggI         8.192000e+07        2.457600e+07        0.000000e+00        3.000000e-01        1.008714e+09        1.775000e+03        1.674909e-18        9.436105e-22        1.216928e-07        1.044466e-06        5.429137e-09        1.800000            15991.5             23                  
BIN23AJaggII        8.192000e+07        2.457600e+07        0.000000e+00        3.000000e-01        1.008714e+09        1.775000e+03        1.674909e-18        9.436105e-22        1.216928e-07        3.932985e-07        2.046854e-08        1.800000            252.9               23                  
BIN23AJaggIII       8.192000e+07        2.457600e+07        0.000000e+00        3.000000e-01        1.008714e+09        1.775000e+03        1.674909e-18        9.436105e-22        1.216928e-07        1.270341e-07        9.727754e-08        1.800000            2.0                 23                  
BIN23BJaggI         8.192000e+07        1.638400e+07        0.000000e+00        2.000000e-01        1.000456e+09        1.775000e+03        1.661197e-18        9.358859e-22        1.213598e-07        1.039707e-06        5.429137e-09        1.800000            15860.6             23                  
BIN23BJaggII        8.192000e+07        1.638400e+07        0.000000e+00        2.000000e-01        1.000456e+09        1.775000e+03        1.661197e-18        9.358859e-22        1.213598e-07        3.915065e-07        2.046854e-08        1.800000            250.8               23                  
BIN23BJaggIII       8.192000e+07        1.638400e+07        0.000000e+00        2.000000e-01        1.000456e+09        1.775000e+03        1.661197e-18        9.358859e-22        1.213598e-07        1.264553e-07        9.727754e-08        1.800000            2.0                 23                  
BIN23CJaggI         8.192000e+07        4.096000e+06        0.000000e+00        5.000000e-02        9.880699e+08        1.775000e+03        1.640631e-18        9.242990e-22        1.208569e-07        1.032536e-06        5.429137e-09        1.800000            15664.3             23                  
BIN23CJaggII        8.192000e+07        4.096000e+06        0.000000e+00        5.000000e-02        9.880699e+08        1.775000e+03        1.640631e-18        9.242990e-22        1.208569e-07        3.888062e-07        2.046854e-08        1.800000            247.7               23                  
BIN23CJaggIII       8.192000e+07        4.096000e+06        0.000000e+00        5.000000e-02        9.880699e+08        1.775000e+03        1.640631e-18        9.242990e-22        1.208569e-07        1.255831e-07        9.727754e-08        1.800000            2.0                 23                  
BIN24AJaggI         1.638400e+08        4.915200e+07        0.000000e+00        3.000000e-01        2.017427e+09        1.812500e+03        3.349817e-18        1.848175e-21        1.522585e-07        1.535087e-06        5.429137e-09        1.800000            31983.1             24                  
BIN24AJaggII        1.638400e+08        4.915200e+07        0.000000e+00        3.000000e-01        2.017427e+09        1.812500e+03        3.349817e-18        1.848175e-21        1.522585e-07        5.780443e-07        2.046854e-08        1.800000            505.8               24                  
BIN24AJaggIII       1.638400e+08        4.915200e+07        0.000000e+00        3.000000e-01        2.017427e+09        1.812500e+03        3.349817e-18        1.848175e-21        1.522585e-07        1.867064e-07        9.727754e-08        1.800000            4.0                 24                  
BIN24BJaggI         1.638400e+08        3.276800e+07        0.000000e+00        2.000000e-01        2.000912e+09        1.812500e+03        3.322395e-18        1.833046e-21        1.518419e-07        1.528093e-06        5.429137e-09        1.800000            31721.2             24                  
BIN24BJaggII        1.638400e+08        3.276800e+07        0.000000e+00        2.000000e-01        2.000912e+09        1.812500e+03        3.322395e-18        1.833046e-21        1.518419e-07        5.754106e-07        2.046854e-08        1.800000            501.6               24                  
BIN24BJaggIII       1.638400e+08        3.276800e+07        0.000000e+00        2.000000e-01        2.000912e+09        1.812500e+03        3.322395e-18        1.833046e-21        1.518419e-07        1.858557e-07        9.727754e-08        1.800000            4.0                 24                  
BIN24CJaggI         1.638400e+08        8.192000e+06        0.000000e+00        5.000000e-02        1.976140e+09        1.812500e+03        3.281262e-18        1.810351e-21        1.512126e-07        1.517553e-06        5.429137e-09        1.800000            31328.5             24                  
BIN24CJaggII        1.638400e+08        8.192000e+06        0.000000e+00        5.000000e-02        1.976140e+09        1.812500e+03        3.281262e-18        1.810351e-21        1.512126e-07        5.714419e-07        2.046854e-08        1.800000            495.4               24                  
BIN24CJaggIII       1.638400e+08        8.192000e+06        0.000000e+00        5.000000e-02        1.976140e+09        1.812500e+03        3.281262e-18        1.810351e-21        1.512126e-07        1.845738e-07        9.727754e-08        1.800000            3.9                 24                  
BIN25AJaggI         3.276800e+08        9.830400e+07        0.000000e+00        3.000000e-01        4.034855e+09        1.850000e+03        6.699635e-18        3.621424e-21        1.905286e-07        2.256170e-06        5.429137e-09        1.800000            63966.1             25                  
BIN25AJaggII        3.276800e+08        9.830400e+07        0.000000e+00        3.000000e-01        4.034855e+09        1.850000e+03        6.699635e-18        3.621424e-21        1.905286e-07        8.495717e-07        2.046854e-08        1.800000            1011.6              25                  
BIN25AJaggIII       3.276800e+08        9.830400e+07        0.000000e+00        3.000000e-01        4.034855e+09        1.850000e+03        6.699635e-18        3.621424e-21        1.905286e-07        2.744088e-07        9.727754e-08        1.800000            8.0                 25                  
BIN25BJaggI         3.276800e+08        6.553600e+07        0.000000e+00        2.000000e-01        4.001825e+09        1.850000e+03        6.644790e-18        3.591778e-21        1.900073e-07        2.245891e-06        5.429137e-09        1.800000            63442.5             25                  
BIN25BJaggII        3.276800e+08        6.553600e+07        0.000000e+00        2.000000e-01        4.001825e+09        1.850000e+03        6.644790e-18        3.591778e-21        1.900073e-07        8.457009e-07        2.046854e-08        1.800000            1003.3              25                  
BIN25BJaggIII       3.276800e+08        6.553600e+07        0.000000e+00        2.000000e-01        4.001825e+09        1.850000e+03        6.644790e-18        3.591778e-21        1.900073e-07        2.731586e-07        9.727754e-08        1.800000            7.9                 25                  
BIN25CJaggI         3.276800e+08        1.638400e+07        0.000000e+00        5.000000e-02        3.952280e+09        1.850000e+03        6.562523e-18        3.547310e-21        1.892199e-07        2.230401e-06        5.429137e-09        1.800000            62657.0             25                  
BIN25CJaggII        3.276800e+08        1.638400e+07        0.000000e+00        5.000000e-02        3.952280e+09        1.850000e+03        6.562523e-18        3.547310e-21        1.892199e-07        8.398679e-07        2.046854e-08        1.800000            990.9               25                  
BIN25CJaggIII       3.276800e+08        1.638400e+07        0.000000e+00        5.000000e-02        3.952280e+09        1.850000e+03        6.562523e-18        3.547310e-21        1.892199e-07        2.712745e-07        9.727754e-08        1.800000            7.8                 25                  
